species,X,Y,Soil-Type,Lithology,PC1,PC2,PC3,PC4,PC5,PC6
Pedicularis.rainierensis_PA3_RUN1,-121.8314527778,46.9225166667,6,9,1.3149288892746,3.65409803390503,-0.949570417404175,1.97252643108368,-1.55765914916992,-0.496318578720093
Pedicularis.rainierensis_PA3_RUN1,-121.83417549,46.9223976,6,9,1.24101579189301,3.73286366462708,-0.948380827903748,1.92052042484283,-1.23844063282013,-0.471835672855377
Pedicularis.rainierensis_PA3_RUN1,-121.83773364,46.92076699,6,9,0.987441599369049,3.61904907226562,-0.92934250831604,1.91786122322083,-0.925981938838959,-0.253293097019196
Pedicularis.rainierensis_PA3_RUN1,-121.83960888,46.91898767,6,9,0.568300366401672,3.67953562736511,-1.05053579807281,1.11620831489563,-0.456273972988129,-0.801815211772919
Pedicularis.rainierensis_PA3_RUN1,-121.84012,46.9189716667,6,9,0.442226439714432,3.59801316261292,-0.867870032787323,2.37139081954956,-0.68428236246109,0.35495325922966
Pedicularis.rainierensis_PA3_RUN1,-121.59852,46.9408633333,2,3,-0.137491881847382,-1.83219003677368,-1.71814239025116,-0.517635762691498,-1.05291759967804,1.54527139663696
Pedicularis.rainierensis_PA3_RUN1,-121.5915366667,46.9513633333,2,6,-0.0861580073833466,-1.6959536075592,-1.55102562904358,2.54816555976868,1.31123387813568,0.524035274982452
Pedicularis.rainierensis_PA3_RUN1,-121.5921033333,46.93237,2,6,-0.577222645282745,-2.00715160369873,-1.75115251541138,-0.646828711032867,-0.618439495563507,-1.6288560628891
Pedicularis.rainierensis_PA3_RUN1,-121.5948633333,46.9276166667,2,3,-0.586066842079163,-2.10959386825562,-1.6892774105072,-1.12157332897186,-0.954220473766327,-1.09259188175201
Pedicularis.rainierensis_PA3_RUN1,-121.83947,46.7928116667,6,6,1.05197966098785,0.239572733640671,2.19109225273132,-0.216234490275383,-0.863682687282562,0.758782565593719
Pedicularis.rainierensis_PA3_RUN1,-121.8842993304,46.9561335939,6,4,0.541789889335632,3.82972574234009,-1.04889500141144,1.36221289634705,1.54616606235504,1.0206755399704
Pedicularis.rainierensis_PA3_RUN1,-121.771575,46.8039083333,6,9,3.10277128219604,-0.250496953725815,2.25009441375732,-1.46269512176514,1.51601243019104,1.28708076477051
Pedicularis.rainierensis_PA3_RUN1,-121.8672415451,46.9375821267,6,4,-0.679097592830658,3.40025901794434,-1.06819188594818,-0.247200027108192,-0.737721025943756,0.988998293876648
Pedicularis.rainierensis_PA3_RUN1,-121.8353853935,46.785160387,6,4,0.128247767686844,0.177539393305779,1.7352933883667,-2.12612438201904,-1.00741541385651,0.959078252315521
Pedicularis.rainierensis_PA3_RUN1,-121.8152383333,46.9255416667,6,9,1.7339950799942,3.23837018013,-1.23052227497101,-0.272155702114105,-0.146509259939194,0.738974869251251
Pedicularis.rainierensis_PA3_RUN1,-121.773704996,46.801964343,6,9,2.56262922286987,-0.251417815685272,2.91649913787842,2.06748747825623,-0.593337297439575,0.415439397096634
Pedicularis.rainierensis_PA3_RUN1,-121.6289833333,46.9268388889,2,6,0.0356188490986824,-1.78987860679626,-1.85257434844971,-1.96696186065674,-1.4357236623764,0.469790637493134
Pedicularis.rainierensis_PA3_RUN1,-121.8406527778,46.9228166667,6,9,0.800024688243866,3.52236747741699,-1.48640859127045,-1.79285156726837,-1.38328111171722,-0.0941056683659554
Pedicularis.rainierensis_PA3_RUN1,-121.7218033333,46.7771216667,6,9,1.51267576217651,0.252533614635468,2.78734540939331,-0.171759307384491,0.166952297091484,1.34738838672638
Pedicularis.rainierensis_PA3_RUN1,-121.68783392,46.91764799,6,1,0.741158366203308,-0.998202383518219,-1.17692494392395,1.65389955043793,-1.21834635734558,-0.536104619503021
Pedicularis.rainierensis_PA3_RUN1,-121.65287,46.92101,2,3,0.883927285671234,-1.51124954223633,-1.75573909282684,-1.25628793239594,-1.33381652832031,-1.13306570053101
Pedicularis.rainierensis_PA3_RUN1,-121.87812,46.835564,6,4,1.28776431083679,1.4270852804184,1.12130916118622,-0.829661071300507,0.665262281894684,-1.09616208076477
Pedicularis.rainierensis_PA3_RUN1,-121.766766,46.961495,6,3,1.32057023048401,2.26508784294128,-1.29726576805115,-1.62185323238373,2.35843896865845,-0.924402952194214
Pedicularis.rainierensis_PA3_RUN1,-121.863348,46.942553,6,4,-0.591246128082275,3.49526023864746,-1.16101229190826,-0.192761838436127,-0.177363649010658,0.823975086212158
Pedicularis.rainierensis_PA3_RUN1,-121.863756,46.933689,6,4,-0.577642858028412,3.33911800384521,-0.87775456905365,0.690453290939331,-1.15913581848145,-0.924048960208893
Pedicularis.rainierensis_PA3_RUN1,-121.783607,46.80076,6,9,2.52843928337097,-0.190585255622864,2.03351163864136,-1.33922469615936,5.71690893173218,-0.185181364417076
Pedicularis.rainierensis_PA3_RUN1,-121.838894,46.79231,6,6,0.843999743461609,0.224750161170959,1.98766732215881,-1.29302299022675,-0.888653457164764,0.247862935066223
Pedicularis.rainierensis_PA3_RUN1,-121.785772,46.796507,6,9,1.61896216869354,-0.305856317281723,2.61866784095764,1.01769709587097,-0.348558872938156,1.51426362991333
Pedicularis.rainierensis_PA3_RUN1,-121.838672,46.792253,6,6,0.802459836006165,0.244990617036819,2.33420920372009,1.19104564189911,-1.26384830474854,-0.201209753751755
